movement_id,company,strategy_type,sector_target,region,country,subregion,date,investment_usd_m,target_company,strategic_priority,details
str-20158,strabag,acquisition,education,africa,kenya,kenya,2022-05-30,13414.1,kajima corporation,growth,"strabag announced a acquisition in kenya, kenya, targeting residential to enhance capabilities."
str-20159,pcl construction,technology adoption,education,latin america,peru,peru,2022-09-11,6525.14,unknown,sustainability,"pcl construction announced a technology adoption in peru, peru, targeting education to leverage digital tools."
str-20160,skanska,digital transformation,education,australia,australia,queensland,2023-12-17,7983.45,unknown,growth,"skanska announced a digital transformation in queensland, australia, targeting energy to enhance capabilities."
str-20161,salini impregilo,technology adoption,infrastructure,asia-pacific,singapore,singapore,2023-03-15,811.8,unknown,growth,"salini impregilo announced a technology adoption in singapore, singapore, targeting education to drive sustainability."
str-20162,obayashi corporation,digital transformation,residential,europe,poland,poland,2022-05-25,7983.45,unknown,market leadership,"obayashi corporation announced a digital transformation in poland, poland, targeting commercial to improve resilience."
str-20163,clark construction,cost optimization,infrastructure,asia-pacific,india,tamil nadu,2021-07-15,7983.45,unknown,innovation,"clark construction announced a cost optimization in tamil nadu, india, targeting education to enhance capabilities."
str-20164,kiewit,merger,transportation,north america,mexico,mexico,2022-07-30,10607.53,whiting-turner,innovation,"kiewit announced a merger in mexico, mexico, targeting industrial to capture market share."
str-20165,kajima corporation,sustainability initiative,commercial,north america,canada,ontario,2022-12-29,7983.45,unknown,growth,"kajima corporation announced a sustainability initiative in ontario, canada, targeting healthcare to expand globally."
str-20166,turner construction,sustainability initiative,infrastructure,asia-pacific,australia,victoria,2023-05-17,7983.45,unknown,growth,"turner construction announced a sustainability initiative in victoria, australia, targeting energy to capture market share."
str-20167,gilbane,sustainability initiative,energy,europe,uk,northern ireland,2023-11-21,7983.45,unknown,efficiency,"gilbane announced a sustainability initiative in northern ireland, uk, targeting education to leverage digital tools."
str-20168,turner construction,technology adoption,industrial,africa,egypt,egypt,2022-04-23,5164.0,unknown,market leadership,"turner construction announced a technology adoption in egypt, egypt, targeting utilities to leverage digital tools."
str-20169,ferrovial,merger,commercial,asia-pacific,china,guangdong,2023-07-29,1710.49,salini impregilo,growth,"ferrovial announced a merger in guangdong, china, targeting infrastructure to expand globally."
str-20170,kiewit,workforce development,commercial,europe,germany,germany,2023-01-21,7983.45,unknown,innovation,"kiewit announced a workforce development in germany, germany, targeting residential to leverage digital tools."
str-20171,bechtel,sustainability initiative,healthcare,middle east,saudi arabia,saudi arabia,2020-06-17,7983.45,unknown,efficiency,"bechtel announced a sustainability initiative in saudi arabia, saudi arabia, targeting infrastructure to expand globally."
str-20172,ferrovial,acquisition,utilities,asia-pacific,malaysia,malaysia,2025-05-18,4882.49,gilbane,market leadership,"ferrovial announced a acquisition in malaysia, malaysia, targeting healthcare to enhance capabilities."
str-20173,turner construction,cost optimization,infrastructure,middle east,qatar,qatar,2021-10-18,7983.45,unknown,innovation,"turner construction announced a cost optimization in qatar, qatar, targeting transportation to improve resilience."
str-20174,kiewit,sustainability initiative,commercial,australia,australia,new south wales,2025-04-30,7983.45,unknown,growth,"kiewit announced a sustainability initiative in new south wales, australia, targeting education to expand globally."
str-20175,china state construction,risk management,transportation,africa,kenya,kenya,2024-07-22,7983.45,unknown,growth,"china state construction announced a risk management in kenya, kenya, targeting energy to improve resilience."
str-20176,hochtief,acquisition,transportation,middle east,qatar,qatar,2023-09-14,6693.15,ferrovial,innovation,"hochtief announced a acquisition in qatar, qatar, targeting infrastructure to capture market share."
str-20177,salini impregilo,sustainability initiative,transportation,africa,south africa,gauteng,2021-07-04,7983.45,unknown,growth,"salini impregilo announced a sustainability initiative in gauteng, south africa, targeting commercial to leverage digital tools."
str-20178,snc-lavalin,cost optimization,energy,asia-pacific,china,shanghai,2020-10-05,7983.45,unknown,efficiency,"snc-lavalin announced a cost optimization in shanghai, china, targeting transportation to expand globally."
str-20179,leighton asia,technology adoption,healthcare,australia,australia,western australia,2022-02-02,12736.82,unknown,growth,"leighton asia announced a technology adoption in western australia, australia, targeting transportation to leverage digital tools."
str-20180,gilbane,risk management,commercial,africa,egypt,egypt,2023-02-08,7983.45,unknown,sustainability,"gilbane announced a risk management in egypt, egypt, targeting residential to drive sustainability."
str-20181,thiess,market expansion,education,middle east,qatar,qatar,2024-12-01,437.31,unknown,sustainability,"thiess announced a market expansion in qatar, qatar, targeting residential to improve resilience."
str-20182,strabag,technology adoption,industrial,africa,nigeria,nigeria,2024-07-20,14271.08,unknown,sustainability,"strabag announced a technology adoption in nigeria, nigeria, targeting education to improve resilience."
str-20183,mccarthy,risk management,industrial,australia,australia,new south wales,2024-03-10,7983.45,unknown,sustainability,"mccarthy announced a risk management in new south wales, australia, targeting residential to leverage digital tools."
str-20184,china state construction,digital transformation,residential,australia,australia,queensland,2025-02-26,7983.45,unknown,sustainability,"china state construction announced a digital transformation in queensland, australia, targeting education to drive sustainability."
str-20185,shimizu corporation,partnership,education,africa,egypt,egypt,2022-09-23,7983.45,unknown,market leadership,"shimizu corporation announced a partnership in egypt, egypt, targeting energy to leverage digital tools."
str-20186,larsen & toubro,risk management,education,asia-pacific,japan,japan,2023-12-08,7983.45,unknown,market leadership,"larsen & toubro announced a risk management in japan, japan, targeting commercial to capture market share."
str-20187,shimizu corporation,partnership,commercial,asia-pacific,south korea,south korea,2023-09-04,7983.45,unknown,sustainability,"shimizu corporation announced a partnership in south korea, south korea, targeting energy to capture market share."
str-20188,laing o’rourke,merger,energy,middle east,qatar,qatar,2024-03-12,4517.23,china state construction,innovation,"laing o’rourke announced a merger in qatar, qatar, targeting industrial to improve resilience."
str-20189,jacobs,technology adoption,education,asia-pacific,malaysia,malaysia,2021-11-29,2273.38,unknown,efficiency,"jacobs announced a technology adoption in malaysia, malaysia, targeting energy to drive sustainability."
str-20190,jacobs,merger,commercial,africa,kenya,kenya,2025-03-09,9461.89,bechtel,growth,"jacobs announced a merger in kenya, kenya, targeting residential to enhance capabilities."
str-20191,hochtief,workforce development,education,asia-pacific,india,delhi,2025-02-02,7983.45,unknown,innovation,"hochtief announced a workforce development in delhi, india, targeting transportation to enhance capabilities."
str-20192,multiplex,workforce development,industrial,africa,nigeria,nigeria,2022-09-23,7983.45,unknown,sustainability,"multiplex announced a workforce development in nigeria, nigeria, targeting commercial to drive sustainability."
str-20193,mortenson construction,acquisition,residential,europe,france,france,2020-06-24,8083.07,whiting-turner,efficiency,"mortenson construction announced a acquisition in france, france, targeting healthcare to enhance capabilities."
str-20194,turner construction,risk management,infrastructure,africa,nigeria,nigeria,2024-09-20,7983.45,unknown,growth,"turner construction announced a risk management in nigeria, nigeria, targeting energy to improve resilience."
str-20195,bechtel,risk management,residential,africa,south africa,western cape,2025-01-13,7983.45,unknown,efficiency,"bechtel announced a risk management in western cape, south africa, targeting energy to expand globally."
str-20196,pcl construction,sustainability initiative,transportation,europe,france,france,2020-10-31,7983.45,unknown,innovation,"pcl construction announced a sustainability initiative in france, france, targeting industrial to capture market share."
str-20197,pcl construction,technology adoption,education,north america,mexico,mexico,2023-11-27,10962.84,unknown,market leadership,"pcl construction announced a technology adoption in mexico, mexico, targeting industrial to drive sustainability."
str-20198,multiplex,technology adoption,residential,africa,south africa,kwazulu-natal,2021-11-06,5393.18,unknown,sustainability,"multiplex announced a technology adoption in kwazulu-natal, south africa, targeting education to improve resilience."
str-20199,thiess,digital transformation,energy,europe,poland,poland,2022-07-15,7983.45,unknown,innovation,"thiess announced a digital transformation in poland, poland, targeting industrial to improve resilience."
str-20200,kajima corporation,sustainability initiative,energy,latin america,brazil,são paulo,2024-01-30,7983.45,unknown,innovation,"kajima corporation announced a sustainability initiative in são paulo, brazil, targeting infrastructure to expand globally."
str-20201,leighton asia,partnership,healthcare,north america,usa,texas,2020-08-12,7983.45,unknown,market leadership,"leighton asia announced a partnership in texas, usa, targeting industrial to enhance capabilities."
str-20202,acciona,digital transformation,education,middle east,oman,oman,2020-11-14,7983.45,unknown,market leadership,"acciona announced a digital transformation in oman, oman, targeting industrial to capture market share."
str-20203,whiting-turner,risk management,healthcare,middle east,uae,uae,2020-06-28,7983.45,unknown,sustainability,"whiting-turner announced a risk management in uae, uae, targeting energy to leverage digital tools."
str-20204,china state construction,market expansion,energy,asia-pacific,india,delhi,2023-08-03,10599.68,unknown,efficiency,"china state construction announced a market expansion in delhi, india, targeting energy to improve resilience."
str-20205,acciona,sustainability initiative,energy,north america,usa,washington,2022-12-19,7983.45,unknown,innovation,"acciona announced a sustainability initiative in washington, usa, targeting healthcare to capture market share."
str-20206,samsung c&t,technology adoption,energy,asia-pacific,australia,queensland,2022-09-30,6799.88,unknown,sustainability,"samsung c&t announced a technology adoption in queensland, australia, targeting commercial to capture market share."
str-20207,kiewit,market expansion,infrastructure,africa,egypt,egypt,2022-10-21,13114.01,unknown,sustainability,"kiewit announced a market expansion in egypt, egypt, targeting commercial to leverage digital tools."
str-20208,larsen & toubro,market expansion,utilities,middle east,uae,uae,2022-05-23,10106.01,unknown,sustainability,"larsen & toubro announced a market expansion in uae, uae, targeting residential to enhance capabilities."
str-20209,samsung c&t,digital transformation,infrastructure,latin america,argentina,argentina,2021-04-09,7983.45,unknown,sustainability,"samsung c&t announced a digital transformation in argentina, argentina, targeting industrial to capture market share."
str-20210,thiess,sustainability initiative,infrastructure,africa,algeria,algeria,2021-07-03,7983.45,unknown,market leadership,"thiess announced a sustainability initiative in algeria, algeria, targeting utilities to leverage digital tools."
str-20211,mortenson construction,workforce development,infrastructure,asia-pacific,singapore,singapore,2022-06-07,7983.45,unknown,sustainability,"mortenson construction announced a workforce development in singapore, singapore, targeting healthcare to drive sustainability."
str-20212,larsen & toubro,acquisition,residential,latin america,brazil,rio de janeiro,2023-12-15,2839.85,lendlease,growth,"larsen & toubro announced a acquisition in rio de janeiro, brazil, targeting healthcare to leverage digital tools."
str-20213,vinci,market expansion,residential,latin america,brazil,rio de janeiro,2021-11-05,11465.14,unknown,growth,"vinci announced a market expansion in rio de janeiro, brazil, targeting infrastructure to improve resilience."
str-20214,pcl construction,market expansion,utilities,north america,mexico,mexico,2023-11-04,3125.98,unknown,market leadership,"pcl construction announced a market expansion in mexico, mexico, targeting infrastructure to leverage digital tools."
str-20215,gilbane,cost optimization,industrial,africa,kenya,kenya,2025-03-29,7983.45,unknown,market leadership,"gilbane announced a cost optimization in kenya, kenya, targeting commercial to capture market share."
str-20216,acciona,partnership,education,middle east,uae,uae,2021-12-01,7983.45,unknown,sustainability,"acciona announced a partnership in uae, uae, targeting energy to expand globally."
str-20217,laing o’rourke,technology adoption,infrastructure,middle east,saudi arabia,saudi arabia,2024-01-20,8798.52,unknown,efficiency,"laing o’rourke announced a technology adoption in saudi arabia, saudi arabia, targeting residential to improve resilience."
str-20218,mace group,cost optimization,transportation,latin america,colombia,colombia,2022-07-27,7983.45,unknown,innovation,"mace group announced a cost optimization in colombia, colombia, targeting commercial to leverage digital tools."
str-20219,jacobs,workforce development,healthcare,australia,australia,victoria,2024-09-26,7983.45,unknown,market leadership,"jacobs announced a workforce development in victoria, australia, targeting healthcare to drive sustainability."
str-20220,mortenson construction,merger,industrial,middle east,oman,oman,2020-12-02,1035.78,dragados,market leadership,"mortenson construction announced a merger in oman, oman, targeting utilities to drive sustainability."
str-20221,saipem,cost optimization,commercial,africa,kenya,kenya,2021-06-06,7983.45,unknown,innovation,"saipem announced a cost optimization in kenya, kenya, targeting education to enhance capabilities."
str-20222,clark construction,market expansion,transportation,asia-pacific,china,beijing,2021-10-01,10791.83,unknown,efficiency,"clark construction announced a market expansion in beijing, china, targeting transportation to improve resilience."
str-20223,salini impregilo,market expansion,education,asia-pacific,australia,western australia,2023-02-09,14494.29,unknown,market leadership,"salini impregilo announced a market expansion in western australia, australia, targeting healthcare to drive sustainability."
str-20224,john holland,workforce development,infrastructure,africa,kenya,kenya,2025-02-03,7983.45,unknown,growth,"john holland announced a workforce development in kenya, kenya, targeting education to improve resilience."
str-20225,acciona,risk management,energy,africa,egypt,egypt,2024-11-24,7983.45,unknown,efficiency,"acciona announced a risk management in egypt, egypt, targeting education to enhance capabilities."
str-20226,fluor,risk management,energy,asia-pacific,singapore,singapore,2020-09-24,7983.45,unknown,market leadership,"fluor announced a risk management in singapore, singapore, targeting commercial to expand globally."
str-20227,turner construction,merger,utilities,australia,australia,new south wales,2024-05-04,2956.03,ferrovial,sustainability,"turner construction announced a merger in new south wales, australia, targeting energy to capture market share."
str-20228,kajima corporation,cost optimization,commercial,middle east,qatar,qatar,2022-06-09,7983.45,unknown,growth,"kajima corporation announced a cost optimization in qatar, qatar, targeting energy to expand globally."
str-20229,laing o’rourke,market expansion,transportation,asia-pacific,india,karnataka,2025-04-18,1092.17,unknown,efficiency,"laing o’rourke announced a market expansion in karnataka, india, targeting commercial to enhance capabilities."
str-20230,acciona,market expansion,commercial,europe,sweden,sweden,2022-03-23,8869.44,unknown,growth,"acciona announced a market expansion in sweden, sweden, targeting healthcare to improve resilience."
str-20231,saipem,digital transformation,transportation,latin america,colombia,colombia,2021-12-04,7983.45,unknown,innovation,"saipem announced a digital transformation in colombia, colombia, targeting utilities to enhance capabilities."
str-20232,mortenson construction,digital transformation,industrial,middle east,saudi arabia,saudi arabia,2020-09-20,7983.45,unknown,innovation,"mortenson construction announced a digital transformation in saudi arabia, saudi arabia, targeting commercial to improve resilience."
str-20233,mace group,market expansion,healthcare,latin america,brazil,são paulo,2020-10-26,13330.06,unknown,efficiency,"mace group announced a market expansion in são paulo, brazil, targeting utilities to leverage digital tools."
str-20234,saipem,acquisition,transportation,asia-pacific,china,shanghai,2022-06-28,4320.01,gilbane,efficiency,"saipem announced a acquisition in shanghai, china, targeting residential to leverage digital tools."
str-20235,laing o’rourke,risk management,healthcare,middle east,qatar,qatar,2024-10-21,7983.45,unknown,innovation,"laing o’rourke announced a risk management in qatar, qatar, targeting infrastructure to leverage digital tools."
str-20236,bam group,acquisition,residential,asia-pacific,indonesia,indonesia,2024-04-24,11982.31,skanska,efficiency,"bam group announced a acquisition in indonesia, indonesia, targeting commercial to expand globally."
str-20237,mortenson construction,digital transformation,utilities,australia,australia,victoria,2021-01-22,7983.45,unknown,efficiency,"mortenson construction announced a digital transformation in victoria, australia, targeting energy to drive sustainability."
str-20238,mortenson construction,digital transformation,energy,africa,morocco,morocco,2023-12-07,7983.45,unknown,innovation,"mortenson construction announced a digital transformation in morocco, morocco, targeting healthcare to enhance capabilities."
str-20239,turner construction,acquisition,transportation,middle east,oman,oman,2021-04-19,10707.87,ferrovial,innovation,"turner construction announced a acquisition in oman, oman, targeting healthcare to enhance capabilities."
str-20240,hochtief,sustainability initiative,infrastructure,middle east,uae,uae,2024-05-08,7983.45,unknown,efficiency,"hochtief announced a sustainability initiative in uae, uae, targeting energy to improve resilience."
str-20241,bam group,workforce development,residential,asia-pacific,singapore,singapore,2022-12-22,7983.45,unknown,innovation,"bam group announced a workforce development in singapore, singapore, targeting commercial to expand globally."
str-20242,shimizu corporation,risk management,commercial,north america,mexico,mexico,2023-01-27,7983.45,unknown,market leadership,"shimizu corporation announced a risk management in mexico, mexico, targeting education to enhance capabilities."
str-20243,salini impregilo,acquisition,commercial,latin america,colombia,colombia,2021-11-02,12408.59,skanska,sustainability,"salini impregilo announced a acquisition in colombia, colombia, targeting industrial to expand globally."
str-20244,hochtief,acquisition,healthcare,australia,australia,queensland,2023-10-17,5286.34,aecom,innovation,"hochtief announced a acquisition in queensland, australia, targeting transportation to improve resilience."
str-20245,bechtel,market expansion,education,latin america,chile,chile,2022-02-19,8890.58,unknown,market leadership,"bechtel announced a market expansion in chile, chile, targeting residential to expand globally."
str-20246,thiess,merger,education,middle east,qatar,qatar,2023-02-11,9451.81,lendlease,sustainability,"thiess announced a merger in qatar, qatar, targeting energy to enhance capabilities."
str-20247,snc-lavalin,cost optimization,infrastructure,north america,canada,british columbia,2023-03-03,7983.45,unknown,efficiency,"snc-lavalin announced a cost optimization in british columbia, canada, targeting healthcare to capture market share."
str-20248,hochtief,cost optimization,commercial,asia-pacific,china,guangdong,2021-08-03,7983.45,unknown,innovation,"hochtief announced a cost optimization in guangdong, china, targeting education to leverage digital tools."
str-20249,strabag,partnership,residential,latin america,colombia,colombia,2021-06-04,7983.45,unknown,innovation,"strabag announced a partnership in colombia, colombia, targeting transportation to drive sustainability."
str-20250,mccarthy,risk management,healthcare,australia,australia,queensland,2022-01-27,7983.45,unknown,efficiency,"mccarthy announced a risk management in queensland, australia, targeting commercial to improve resilience."
str-20251,bouygues,workforce development,transportation,africa,algeria,algeria,2021-06-19,7983.45,unknown,efficiency,"bouygues announced a workforce development in algeria, algeria, targeting education to expand globally."
str-20252,samsung c&t,partnership,energy,latin america,colombia,colombia,2022-09-06,7983.45,unknown,growth,"samsung c&t announced a partnership in colombia, colombia, targeting healthcare to expand globally."
str-20253,balfour beatty,workforce development,transportation,australia,australia,new south wales,2023-03-24,7983.45,unknown,innovation,"balfour beatty announced a workforce development in new south wales, australia, targeting energy to drive sustainability."
str-20254,dragados,technology adoption,education,asia-pacific,malaysia,malaysia,2023-05-30,5287.01,unknown,sustainability,"dragados announced a technology adoption in malaysia, malaysia, targeting utilities to expand globally."
str-20255,balfour beatty,technology adoption,commercial,australia,australia,western australia,2024-11-03,14005.2,unknown,sustainability,"balfour beatty announced a technology adoption in western australia, australia, targeting industrial to leverage digital tools."
str-20256,bouygues,workforce development,healthcare,latin america,argentina,argentina,2024-10-12,7983.45,unknown,sustainability,"bouygues announced a workforce development in argentina, argentina, targeting industrial to capture market share."
str-20257,cpb contractors,risk management,education,europe,italy,italy,2022-01-06,7983.45,unknown,innovation,"cpb contractors announced a risk management in italy, italy, targeting utilities to improve resilience."
str-20258,kajima corporation,merger,energy,australia,australia,victoria,2023-01-08,5513.03,jacobs,growth,"kajima corporation announced a merger in victoria, australia, targeting transportation to leverage digital tools."
str-20259,fluor,technology adoption,infrastructure,north america,canada,british columbia,2021-08-13,4150.6,unknown,growth,"fluor announced a technology adoption in british columbia, canada, targeting education to leverage digital tools."
str-20260,mccarthy,merger,residential,europe,uk,wales,2025-01-06,7000.4,shimizu corporation,sustainability,"mccarthy announced a merger in wales, uk, targeting utilities to leverage digital tools."
str-20261,thiess,cost optimization,utilities,africa,algeria,algeria,2021-06-27,7983.45,unknown,growth,"thiess announced a cost optimization in algeria, algeria, targeting industrial to improve resilience."
str-20262,aecom,cost optimization,utilities,middle east,qatar,qatar,2025-01-07,7983.45,unknown,innovation,"aecom announced a cost optimization in qatar, qatar, targeting commercial to drive sustainability."
str-20263,salini impregilo,cost optimization,industrial,asia-pacific,indonesia,indonesia,2024-02-21,7983.45,unknown,innovation,"salini impregilo announced a cost optimization in indonesia, indonesia, targeting transportation to improve resilience."
str-20264,bechtel,technology adoption,education,latin america,chile,chile,2024-09-18,12623.73,unknown,market leadership,"bechtel announced a technology adoption in chile, chile, targeting utilities to capture market share."
str-20265,bouygues,risk management,utilities,africa,kenya,kenya,2020-08-12,7983.45,unknown,innovation,"bouygues announced a risk management in kenya, kenya, targeting education to expand globally."
str-20266,ferrovial,cost optimization,infrastructure,north america,mexico,mexico,2020-09-16,7983.45,unknown,market leadership,"ferrovial announced a cost optimization in mexico, mexico, targeting industrial to capture market share."
str-20267,skanska,market expansion,residential,middle east,oman,oman,2021-05-30,8209.38,unknown,sustainability,"skanska announced a market expansion in oman, oman, targeting education to drive sustainability."
str-20268,thiess,merger,commercial,asia-pacific,south korea,south korea,2021-01-17,14992.66,clark construction,growth,"thiess announced a merger in south korea, south korea, targeting infrastructure to improve resilience."
str-20269,strabag,sustainability initiative,energy,latin america,colombia,colombia,2022-12-07,7983.45,unknown,efficiency,"strabag announced a sustainability initiative in colombia, colombia, targeting transportation to capture market share."
str-20270,saipem,market expansion,infrastructure,australia,australia,queensland,2021-06-04,14081.22,unknown,sustainability,"saipem announced a market expansion in queensland, australia, targeting commercial to capture market share."
str-20271,leighton asia,workforce development,infrastructure,europe,spain,spain,2021-10-19,7983.45,unknown,sustainability,"leighton asia announced a workforce development in spain, spain, targeting energy to improve resilience."
str-20272,jacobs,sustainability initiative,energy,north america,usa,texas,2021-11-05,7983.45,unknown,efficiency,"jacobs announced a sustainability initiative in texas, usa, targeting industrial to expand globally."
str-20273,mortenson construction,sustainability initiative,education,africa,algeria,algeria,2023-04-15,7983.45,unknown,innovation,"mortenson construction announced a sustainability initiative in algeria, algeria, targeting utilities to enhance capabilities."
str-20274,balfour beatty,risk management,transportation,north america,usa,washington,2024-10-12,7983.45,unknown,sustainability,"balfour beatty announced a risk management in washington, usa, targeting residential to capture market share."
str-20275,fluor,sustainability initiative,transportation,north america,canada,quebec,2021-11-17,7983.45,unknown,efficiency,"fluor announced a sustainability initiative in quebec, canada, targeting industrial to capture market share."
str-20276,mortenson construction,market expansion,transportation,africa,nigeria,nigeria,2022-08-24,5773.33,unknown,market leadership,"mortenson construction announced a market expansion in nigeria, nigeria, targeting industrial to drive sustainability."
str-20277,acciona,merger,infrastructure,australia,australia,new south wales,2023-11-02,14440.62,mace group,growth,"acciona announced a merger in new south wales, australia, targeting healthcare to expand globally."
str-20278,acciona,technology adoption,utilities,australia,australia,queensland,2020-11-19,10356.34,unknown,efficiency,"acciona announced a technology adoption in queensland, australia, targeting industrial to expand globally."
str-20279,laing o’rourke,workforce development,infrastructure,asia-pacific,china,jiangsu,2023-09-02,7983.45,unknown,growth,"laing o’rourke announced a workforce development in jiangsu, china, targeting infrastructure to enhance capabilities."
str-20280,bam group,risk management,commercial,africa,nigeria,nigeria,2024-04-12,7983.45,unknown,sustainability,"bam group announced a risk management in nigeria, nigeria, targeting infrastructure to improve resilience."
str-20281,larsen & toubro,partnership,transportation,middle east,uae,uae,2024-12-10,7983.45,unknown,efficiency,"larsen & toubro announced a partnership in uae, uae, targeting commercial to expand globally."
str-20282,ferrovial,risk management,utilities,asia-pacific,china,jiangsu,2023-05-11,7983.45,unknown,market leadership,"ferrovial announced a risk management in jiangsu, china, targeting industrial to capture market share."
str-20283,ferrovial,cost optimization,industrial,asia-pacific,china,beijing,2022-01-02,7983.45,unknown,sustainability,"ferrovial announced a cost optimization in beijing, china, targeting infrastructure to enhance capabilities."
str-20284,leighton asia,acquisition,commercial,middle east,kuwait,kuwait,2023-01-17,10645.14,multiplex,efficiency,"leighton asia announced a acquisition in kuwait, kuwait, targeting education to capture market share."
str-20285,mccarthy,merger,healthcare,north america,mexico,mexico,2020-11-27,11006.39,bam group,innovation,"mccarthy announced a merger in mexico, mexico, targeting residential to improve resilience."
str-20286,skanska,acquisition,utilities,europe,poland,poland,2023-04-12,1260.15,kajima corporation,sustainability,"skanska announced a acquisition in poland, poland, targeting residential to drive sustainability."
str-20287,kajima corporation,digital transformation,industrial,asia-pacific,malaysia,malaysia,2020-06-09,7983.45,unknown,sustainability,"kajima corporation announced a digital transformation in malaysia, malaysia, targeting commercial to expand globally."
str-20288,multiplex,digital transformation,healthcare,australia,australia,queensland,2021-09-12,7983.45,unknown,market leadership,"multiplex announced a digital transformation in queensland, australia, targeting residential to capture market share."
str-20289,bechtel,partnership,industrial,africa,kenya,kenya,2021-03-18,7983.45,unknown,sustainability,"bechtel announced a partnership in kenya, kenya, targeting utilities to improve resilience."
str-20290,salini impregilo,risk management,commercial,north america,canada,ontario,2024-06-11,7983.45,unknown,sustainability,"salini impregilo announced a risk management in ontario, canada, targeting commercial to capture market share."
str-20291,aecom,market expansion,commercial,australia,australia,queensland,2022-05-07,10153.6,unknown,growth,"aecom announced a market expansion in queensland, australia, targeting residential to enhance capabilities."
str-20292,kiewit,merger,transportation,asia-pacific,indonesia,indonesia,2022-11-10,832.22,aecom,efficiency,"kiewit announced a merger in indonesia, indonesia, targeting industrial to expand globally."
str-20293,dragados,sustainability initiative,residential,north america,mexico,mexico,2024-11-11,7983.45,unknown,sustainability,"dragados announced a sustainability initiative in mexico, mexico, targeting utilities to expand globally."
str-20294,bechtel,digital transformation,industrial,latin america,venezuela,venezuela,2024-09-11,7983.45,unknown,growth,"bechtel announced a digital transformation in venezuela, venezuela, targeting transportation to enhance capabilities."
str-20295,thiess,technology adoption,energy,asia-pacific,singapore,singapore,2021-05-04,5473.75,unknown,market leadership,"thiess announced a technology adoption in singapore, singapore, targeting infrastructure to enhance capabilities."
str-20296,bam group,digital transformation,energy,middle east,uae,uae,2023-05-26,7983.45,unknown,efficiency,"bam group announced a digital transformation in uae, uae, targeting healthcare to enhance capabilities."
str-20297,hochtief,market expansion,energy,europe,netherlands,netherlands,2024-09-04,8906.58,unknown,market leadership,"hochtief announced a market expansion in netherlands, netherlands, targeting infrastructure to expand globally."
str-20298,hochtief,merger,commercial,latin america,venezuela,venezuela,2023-11-07,14828.16,acciona,sustainability,"hochtief announced a merger in venezuela, venezuela, targeting commercial to leverage digital tools."
str-20299,kajima corporation,partnership,transportation,latin america,brazil,minas gerais,2021-09-05,7983.45,unknown,sustainability,"kajima corporation announced a partnership in minas gerais, brazil, targeting infrastructure to expand globally."
str-20300,bouygues,workforce development,residential,middle east,oman,oman,2023-01-17,7983.45,unknown,efficiency,"bouygues announced a workforce development in oman, oman, targeting healthcare to capture market share."
str-20301,balfour beatty,market expansion,energy,australia,australia,western australia,2022-04-08,86.98,unknown,growth,"balfour beatty announced a market expansion in western australia, australia, targeting commercial to improve resilience."
str-20302,john holland,partnership,residential,africa,egypt,egypt,2021-05-15,7983.45,unknown,innovation,"john holland announced a partnership in egypt, egypt, targeting utilities to capture market share."
str-20303,bouygues,market expansion,education,north america,usa,illinois,2023-09-27,5550.97,unknown,growth,"bouygues announced a market expansion in illinois, usa, targeting industrial to leverage digital tools."
str-20304,hyundai e&c,risk management,energy,north america,mexico,mexico,2022-12-31,7983.45,unknown,growth,"hyundai e&c announced a risk management in mexico, mexico, targeting energy to capture market share."
str-20305,mace group,cost optimization,commercial,asia-pacific,japan,japan,2022-10-04,7983.45,unknown,growth,"mace group announced a cost optimization in japan, japan, targeting commercial to enhance capabilities."
str-20306,cpb contractors,workforce development,energy,latin america,brazil,minas gerais,2021-10-15,7983.45,unknown,market leadership,"cpb contractors announced a workforce development in minas gerais, brazil, targeting healthcare to enhance capabilities."
str-20307,snc-lavalin,merger,energy,asia-pacific,south korea,south korea,2021-04-26,7637.4,turner construction,growth,"snc-lavalin announced a merger in south korea, south korea, targeting industrial to expand globally."
str-20308,john holland,workforce development,commercial,latin america,brazil,são paulo,2022-07-03,7983.45,unknown,growth,"john holland announced a workforce development in são paulo, brazil, targeting utilities to enhance capabilities."
str-20309,china state construction,digital transformation,residential,europe,spain,spain,2021-04-03,7983.45,unknown,market leadership,"china state construction announced a digital transformation in spain, spain, targeting energy to improve resilience."
str-20310,snc-lavalin,digital transformation,infrastructure,middle east,uae,uae,2023-06-14,7983.45,unknown,sustainability,"snc-lavalin announced a digital transformation in uae, uae, targeting energy to capture market share."
str-20311,strabag,acquisition,energy,australia,australia,new south wales,2024-02-25,1869.93,bechtel,sustainability,"strabag announced a acquisition in new south wales, australia, targeting industrial to drive sustainability."
str-20312,leighton asia,cost optimization,utilities,africa,nigeria,nigeria,2020-12-18,7983.45,unknown,innovation,"leighton asia announced a cost optimization in nigeria, nigeria, targeting transportation to expand globally."
str-20313,laing o’rourke,cost optimization,industrial,asia-pacific,japan,japan,2024-01-21,7983.45,unknown,market leadership,"laing o’rourke announced a cost optimization in japan, japan, targeting industrial to leverage digital tools."
str-20314,hyundai e&c,partnership,utilities,europe,spain,spain,2021-04-16,7983.45,unknown,sustainability,"hyundai e&c announced a partnership in spain, spain, targeting transportation to improve resilience."
str-20315,john holland,workforce development,transportation,europe,sweden,sweden,2022-02-18,7983.45,unknown,growth,"john holland announced a workforce development in sweden, sweden, targeting industrial to leverage digital tools."
